line	Date	date	Time	lat	long	alt	temp
345	5/25/2009	2009-05-25	8:45:41	45.5536784	-87.2665858	140.38	26
346	5/25/2009	2009-05-25	9:00:42	45.5535898	-87.266347	141.63	27
347	5/25/2009	2009-05-25	9:15:14	45.5535181	-87.266288	145.25	25
348	5/25/2009	2009-05-25	9:30:13	45.5536766	-87.2665517	150.38	25
349	5/25/2009	2009-05-25	9:47:27	45.5534817	-87.266665	153.42	29
350	5/25/2009	2009-05-25	10:00:39	45.5535882	-87.2665962	154.42	31
351	5/25/2009	2009-05-25	10:15:42	45.5524802	-87.2676635	156.15	27
352	5/25/2009	2009-05-25	10:30:41	45.550844	-87.267922	155.23	22
353	5/25/2009	2009-05-25	10:45:24	45.5497122	-87.2686834	128.74	22
354	5/25/2009	2009-05-25	11:00:12	45.5486917	-87.2694997	153.16	21
355	5/25/2009	2009-05-25	11:15:07	45.5485849	-87.2692573	143.79	22
356	5/25/2009	2009-05-25	11:30:13	45.5484738	-87.2696873	147.5	22
357	5/25/2009	2009-05-25	11:45:09	45.5480661	-87.2695284	179.35	22
358	5/25/2009	2009-05-25	12:00:41	45.5474026	-87.2706875	146.63	22
359	5/25/2009	2009-05-25	12:16:15	45.543957	-87.2700859	148.32	19
360	5/25/2009	2009-05-25	12:30:48	45.5435095	-87.2705434	148.09	22
361	5/25/2009	2009-05-25	12:45:48	45.5434795	-87.2706219	148.56	26
362	5/25/2009	2009-05-25	13:00:28	45.543443	-87.2706579	138.52	25
363	5/25/2009	2009-05-25	13:15:09	45.543546	-87.2707906	160.91	23
364	5/25/2009	2009-05-25	13:30:34	45.5440037	-87.2728942	155.84	21
365	5/25/2009	2009-05-25	13:45:42	45.5423826	-87.2748547	150.49	20
366	5/25/2009	2009-05-25	14:00:49	45.5417952	-87.2754344	180.93	20
367	5/25/2009	2009-05-25	14:15:16	45.5418616	-87.2754308	149.88	21
368	5/25/2009	2009-05-25	14:30:10	45.5418683	-87.275443	149.15	19
369	5/25/2009	2009-05-25	14:45:21	45.5417284	-87.2760459	164.4	19
370	5/25/2009	2009-05-25	15:00:16	45.5417504	-87.2758607	153.59	20
371	5/25/2009	2009-05-25	15:15:29	45.5417381	-87.2758881	156.34	20
372	5/25/2009	2009-05-25	15:30:23	45.5418094	-87.2759497	158.37	19
373	5/25/2009	2009-05-25	15:45:16	45.5419294	-87.2759192	160.69	19
374	5/25/2009	2009-05-25	16:00:33	45.5418205	-87.2757992	137.55	19
375	5/25/2009	2009-05-25	16:15:38	45.5417904	-87.275907	146.43	19
376	5/25/2009	2009-05-25	16:30:42	45.541801	-87.2758601	157.89	20
377	5/25/2009	2009-05-25	16:45:38	45.5417024	-87.2758193	111.2	19
378	5/25/2009	2009-05-25	17:00:53	45.5417409	-87.2758297	109.8	19
379	5/25/2009	2009-05-25	17:15:29	45.5417282	-87.2759892	151.82	19
380	5/25/2009	2009-05-25	17:30:17	45.5417314	-87.2758614	152.86	21
381	5/25/2009	2009-05-25	17:45:26	45.5416808	-87.2759058	161.19	21
382	5/25/2009	2009-05-25	18:00:47	45.541632	-87.2757578	169.31	21
383	5/25/2009	2009-05-25	18:15:35	45.5395037	-87.2753844	164.66	18
384	5/25/2009	2009-05-25	18:30:47	45.5396139	-87.2754691	165.25	20
385	5/25/2009	2009-05-25	18:45:54	45.5390136	-87.2759057	159.27	20
386	5/25/2009	2009-05-25	19:00:21	45.539111	-87.2762175	150.05	23
387	5/25/2009	2009-05-25	19:15:05	45.539066	-87.2759964	167.57	25
388	5/25/2009	2009-05-25	19:30:42	45.5391114	-87.2761286	121.99	25
389	5/25/2009	2009-05-25	19:45:24	45.5391121	-87.2761822	127.51	23
390	5/25/2009	2009-05-25	20:00:46	45.5390878	-87.2762066	121.76	22
391	5/25/2009	2009-05-25	20:15:16	45.5389818	-87.2765323	182.35	20
392	5/25/2009	2009-05-25	20:30:12	45.5384481	-87.2783099	142.49	17
393	5/25/2009	2009-05-25	20:45:08	45.5386195	-87.2791101	144.81	16
394	5/25/2009	2009-05-25	21:00:13	45.5374382	-87.2805776	146.17	14
395	5/25/2009	2009-05-25	21:15:31	45.5374189	-87.2805216	132.85	16
396	5/25/2009	2009-05-25	21:30:12	45.5375374	-87.280711	139.55	16
397	5/25/2009	2009-05-25	21:45:14	45.5365886	-87.2815567	151.97	14
398	5/25/2009	2009-05-25	22:00:20	45.5360414	-87.2816139	164.02	14
399	5/25/2009	2009-05-25	22:15:26	45.53591	-87.2803503	161.54	14
400	5/25/2009	2009-05-25	22:30:49	45.5355699	-87.2801231	131.38	18
401	5/25/2009	2009-05-25	22:45:25	45.5355773	-87.2801895	137.58	22
402	5/25/2009	2009-05-25	23:00:22	45.5355438	-87.2801426	144.04	24
403	5/25/2009	2009-05-25	23:15:19	45.5355742	-87.2800762	142.12	25
404	5/25/2009	2009-05-25	23:30:33	45.5354857	-87.2801213	147.58	24
405	5/25/2009	2009-05-25	23:45:48	45.5355312	-87.280128	138.41	24
406	5/26/2009	2009-05-26	0:00:59	45.5355949	-87.2801676	148.27	25
407	5/26/2009	2009-05-26	0:15:58	45.5354486	-87.2801463	141.82	25
408	5/26/2009	2009-05-26	0:30:54	45.5355687	-87.2801152	142.72	24
409	5/26/2009	2009-05-26	0:45:17	45.5355899	-87.2801749	134.8	24
410	5/26/2009	2009-05-26	1:00:19	45.5354699	-87.2799794	143.69	24
411	5/26/2009	2009-05-26	1:15:25	45.5355591	-87.2801713	122.75	24
412	5/26/2009	2009-05-26	1:30:31	45.5353501	-87.2799654	127.34	25
413	5/26/2009	2009-05-26	1:45:24	45.5355369	-87.2801603	154.6	26
414	5/26/2009	2009-05-26	2:00:46	45.5355238	-87.2801627	158.83	28
415	5/26/2009	2009-05-26	2:15:08	45.5355308	-87.2801737	155.27	29
416	5/26/2009	2009-05-26	2:30:36	45.5355751	-87.2801146	142.02	29
417	5/26/2009	2009-05-26	2:45:29	45.5355432	-87.280117	144.11	28
418	5/26/2009	2009-05-26	3:00:41	45.5355759	-87.2801828	151.75	28
419	5/26/2009	2009-05-26	3:16:00	45.5356133	-87.280156	153.27	28
420	5/26/2009	2009-05-26	3:30:53	45.5355747	-87.2801024	143.47	28
421	5/26/2009	2009-05-26	3:45:44	45.5355967	-87.2802303	145.28	29
422	5/26/2009	2009-05-26	4:01:24	45.5355393	-87.280234	147.33	29
423	5/26/2009	2009-05-26	4:15:24	45.5355345	-87.2802833	142.25	29
424	5/26/2009	2009-05-26	4:30:21	45.5355377	-87.2802278	162.91	29
425	5/26/2009	2009-05-26	4:45:40	45.5356026	-87.2802321	150.23	29
426	5/26/2009	2009-05-26	5:00:48	45.5356298	-87.280279	143.06	26
427	5/26/2009	2009-05-26	5:15:53	45.535565	-87.2802309	143.12	25
428	5/26/2009	2009-05-26	5:30:24	45.5356018	-87.2802224	157.33	22
429	5/26/2009	2009-05-26	5:45:23	45.5355259	-87.2800647	109.56	20
430	5/26/2009	2009-05-26	6:00:11	45.5352791	-87.279393	129.48	17
431	5/26/2009	2009-05-26	6:15:48	45.5352251	-87.2793546	153.58	15
432	5/26/2009	2009-05-26	6:30:22	45.5353336	-87.2795008	117.93	14
433	5/26/2009	2009-05-26	6:45:14	45.5357162	-87.2792451	42.56	15
434	5/26/2009	2009-05-26	7:00:27	45.5354707	-87.2792493	84.76	16
435	5/26/2009	2009-05-26	7:15:25	45.5354217	-87.2792469	133.54	18
436	5/26/2009	2009-05-26	7:30:26	45.5352206	-87.279206	165.29	19
437	5/26/2009	2009-05-26	7:45:42	45.5352757	-87.2794783	118.64	18
438	5/26/2009	2009-05-26	8:00:54	45.5352118	-87.279315	149.43	17
439	5/26/2009	2009-05-26	8:15:17	45.5352741	-87.2792614	151.04	18
440	5/26/2009	2009-05-26	8:30:20	45.535288	-87.279312	150.92	19
441	5/26/2009	2009-05-26	8:45:23	45.5353329	-87.2792931	141.82	18
442	5/26/2009	2009-05-26	9:00:18	45.5353078	-87.2793217	145.96	18
443	5/26/2009	2009-05-26	9:15:15	45.5353207	-87.2792621	127.74	18
444	5/26/2009	2009-05-26	9:30:21	45.5352836	-87.2792492	183.63	18
445	5/26/2009	2009-05-26	9:45:15	45.53529	-87.2793735	145.1	19
446	5/26/2009	2009-05-26	10:00:23	45.5352933	-87.2794423	126.53	18
447	5/26/2009	2009-05-26	10:15:19	45.5347872	-87.2788333	143.91	15
448	5/26/2009	2009-05-26	10:30:42	45.5341334	-87.2781232	147.96	14
449	5/26/2009	2009-05-26	10:45:27	45.5334925	-87.2779649	154.83	14
450	5/26/2009	2009-05-26	11:00:26	45.5333808	-87.2782821	134.79	16
451	5/26/2009	2009-05-26	11:15:41	45.5333649	-87.2781847	144.93	19
452	5/26/2009	2009-05-26	11:30:41	45.533373	-87.2782614	145.45	20
453	5/26/2009	2009-05-26	11:45:53	45.5333679	-87.2782547	129.19	20
454	5/26/2009	2009-05-26	12:00:28	45.5332705	-87.2781024	181.85	19
455	5/26/2009	2009-05-26	12:15:24	45.5333515	-87.2781889	153.4	19
456	5/26/2009	2009-05-26	12:30:29	45.5334208	-87.2781889	161.25	20
457	5/26/2009	2009-05-26	12:45:47	45.533376	-87.278164	157.73	20
458	5/26/2009	2009-05-26	13:00:35	45.5332923	-87.2782979	131.83	20
459	5/26/2009	2009-05-26	13:15:53	45.5333667	-87.2782468	140.53	19
460	5/26/2009	2009-05-26	13:30:37	45.5333075	-87.2781883	146.99	18
461	5/26/2009	2009-05-26	13:45:15	45.533364	-87.2781603	147.83	18
462	5/26/2009	2009-05-26	14:00:35	45.5332932	-87.2781542	155.56	20
463	5/26/2009	2009-05-26	14:15:53	45.5333458	-87.2781859	145.62	21
464	5/26/2009	2009-05-26	14:30:22	45.5333633	-87.2781646	157.72	20
465	5/26/2009	2009-05-26	14:45:14	45.5332909	-87.2782912	146	20
466	5/26/2009	2009-05-26	15:00:22	45.5333294	-87.2777785	150.21	18
467	5/26/2009	2009-05-26	15:15:59	45.5337386	-87.2768432	167.21	15
468	5/26/2009	2009-05-26	15:31:36	45.5329285	-87.2767805	168.71	14
469	5/26/2009	2009-05-26	15:45:48	45.5331829	-87.2763981	142.37	13
470	5/26/2009	2009-05-26	16:00:37	45.5310408	-87.2764016	178.49	13
471	5/26/2009	2009-05-26	16:16:23	45.5286133	-87.2769617	135.06	12
472	5/26/2009	2009-05-26	16:30:49	45.5281474	-87.2768923	129.84	13
473	5/26/2009	2009-05-26	16:45:13	45.5280889	-87.2768442	130.62	14
474	5/26/2009	2009-05-26	17:01:05	45.5267947	-87.280365	156.92	13
475	5/26/2009	2009-05-26	17:15:17	45.5268011	-87.2803937	164.64	15
476	5/26/2009	2009-05-26	17:30:12	45.5268148	-87.2803584	143.52	18
477	5/26/2009	2009-05-26	17:45:20	45.5265098	-87.2818475	175.4	16
478	5/26/2009	2009-05-26	18:00:48	45.5230157	-87.2815183	150.29	13
479	5/26/2009	2009-05-26	18:15:48	45.5228226	-87.2782112	155.95	12
480	5/26/2009	2009-05-26	18:30:36	45.5233451	-87.2776999	157.79	13
481	5/26/2009	2009-05-26	18:45:27	45.5237031	-87.2774752	152.35	14
482	5/26/2009	2009-05-26	19:00:25	45.5236464	-87.2774752	145.93	14
483	5/26/2009	2009-05-26	19:15:28	45.5236519	-87.2774649	152.33	16
484	5/26/2009	2009-05-26	19:30:24	45.5237812	-87.2775051	141.03	15
485	5/26/2009	2009-05-26	19:45:22	45.5240324	-87.2778454	126.22	15
486	5/26/2009	2009-05-26	20:00:12	45.5247386	-87.2773292	137.45	14
487	5/26/2009	2009-05-26	20:15:07	45.5228751	-87.2773924	134.8	13
488	5/26/2009	2009-05-26	20:30:41	45.5220227	-87.2784827	131.13	12
489	5/26/2009	2009-05-26	20:45:26	45.5219712	-87.2782921	159.17	15
490	5/26/2009	2009-05-26	21:00:33	45.5219709	-87.2785338	155	15
491	5/26/2009	2009-05-26	21:15:24	45.5216499	-87.2794829	150.79	13
492	5/26/2009	2009-05-26	21:30:41	45.5189359	-87.2799343	151.28	12
493	5/26/2009	2009-05-26	21:46:14	45.5176078	-87.2822176	157.49	12
494	5/26/2009	2009-05-26	22:00:42	45.5160412	-87.2862387	156.09	12
495	5/26/2009	2009-05-26	22:15:47	45.5156693	-87.2887886	144.83	12
496	5/26/2009	2009-05-26	22:30:20	45.5156644	-87.2887807	125.74	14
497	5/26/2009	2009-05-26	22:45:10	45.5155376	-87.2889005	152.19	14
498	5/26/2009	2009-05-26	23:00:18	45.5153429	-87.2889547	137.01	14
499	5/26/2009	2009-05-26	23:15:16	45.5164468	-87.289112	149.66	13
500	5/26/2009	2009-05-26	23:30:08	45.5186181	-87.288569	142.52	11
501	5/26/2009	2009-05-26	23:45:32	45.5189266	-87.2949508	149.49	11
502	5/27/2009	2009-05-27	0:00:24	45.5194877	-87.2987656	144.32	11
503	5/27/2009	2009-05-27	0:15:30	45.5188244	-87.3014517	149.43	11
504	5/27/2009	2009-05-27	0:30:41	45.5176065	-87.3021616	145.02	12
